,Mean Acc (%),Std Acc (%),Mean Dice,Std Dice,Mean Precision,Mean Recall,Mean F1 Score,Std F1 Score,Mean Kappa
custom_feature_subset,88.95,0.0,0.8811,0.0,0.8663,0.8964,0.8811,0.0,0.7779
