,Best Epoch,Accuracy (%),Dice Score,Precision,Recall,F1 Score,Cohen's Kappa
all_features_included,104,93.93319093390294,0.89774489402771,0.9156985639966774,0.8804816913686923,0.8977448822461847,0.8546404425203099
